,0
2221,Tier 3 lockdowns: how each region's support package compares
2222,Police brutality is just tip of the iceberg for protesters in Nigeria
2223,The Witches review – Roald Dahl reboot fails to cast the original's magic spell
2224,Paul McCartney to release new album recorded alone in lockdown
2225,Rudy Giuliani faces questions after compromising scene in new Borat film
2226,Borat Subsequent Moviefilm review – cinema's top troll goes baiting in Trump's US
2227,UK's record borrowing; BoE jobless warning; PayPal move lifts Bitcoin – as it happened
2228,Brexit is not like Henry VIII’s split with Europe | Letters
2229,How times change at Durham University | Letters
2230,The literary beauty of regional accents | Letters
2231,Warning of tens of thousands of deaths in England from Covid-19 second wave
2232,When Reading FC were the Biscuitmen | Brief letters
2233,Berlin police appeal for witnesses after museum artefacts vandalised
2234,Sturgeon accuses Johnson of ignoring advice on 'extreme' Covid curbs
2235,TikTok expands hate speech ban
2236,The Grenfell inquiry has exposed a blatant disregard for residents' safety | Luke Barratt
2237,Manchester young Tory hits out at Boris Johnson over Covid restrictions
2238,Pianist Keith Jarrett unlikely to perform again after two strokes
2239,Kim-Joy's recipe for macaron meringue snails
2240,Scientists reveal how diabolical ironclad beetle can bear huge weights
2241,One Man and His Shoes review – the heartbreaking rise and fall of Air Jordans
2242,I was relieved when the tourists left my home town. But now it feels truly melancholy
2243,The Fiver | That dentist who introduced the Beatles to LSD had a lot to answer for
2244,Appeal court quashes UK policy of removing migrants with little warning
2245,José Mourinho insists his team are not ‘Spursy’ before fresh Europa League tilt
2246,Council in Surrey says retirement village would sap town's vitality
2247,Greta Thunberg accuses MEPs of 'surrender on climate and environment'
2248,"Ana, a woman with albinism, in Barcelona: Paola de Grenet's best photograph"
2249,South Yorkshire leaders condemn 'tawdry' tier 3 process
2250,My streaming gem: why you should watch The Little Foxes
2251,Sadiq Khan accuses Boris Johnson of ‘blatant lie’ over TfL
2252,Bolton council breaks ranks over Greater Manchester support package
2253,Jamal Khashoggi's fiancee sues Saudi crown prince Mohammed bin Salman
2254,Parents of 545 children still not found three years after Trump separation policy
2255,Pink emerges as 2020's colour of political protest
2256,Anglo American sued over alleged mass lead poisoning of children in Zambia
2257,The exquisite catharsis of watching Clayton Kershaw fail to implode
2258,What does the future hold for graduate recruitment?
2259,"Remote working: 'If any group can deal with it, graduates can'"
2260,Seven questions about applying for a graduate job – answered by experts
2261,Graduate training schemes: four top tips on how to get a place
2262,Sky to open network of high street stores across UK
2263,‘Financial freedom and a university education’: why a degree apprenticeship is the smart choice
2264,A US antitrust suit might break up Google. Good – it's the Standard Oil of our day | Sarah Miller
2265,‘We can create workplaces where everyone can thrive’: how to find a diverse employer
2266,Cordelia review – reality-bending drama of creepy neighbours
2267,"Boris Johnson and Evgeny Lebedev: a decade of politics, parties and peerages"
2268,Marcus Rashford clashes with Tory MPs over free school meals
2269,The room where it happens: why writers' rooms make for great TV
2270,Guardian wins two WAN-IFRA World Digital Media Awards
2271,Coventry to host Turner prize in city of culture year in 2021
2272,"170,000 jobs in UK's live music sector 'will be lost by Christmas'"
2273,"Hunger-striking Palestinian close to death, family says"
2274,Starmer accuses Johnson of 'bargaining with people’s lives' over lockdown support
2275,Max Winslow and the House of Secrets review – lightweight Wonka-esque movie puzzle
2276,Fighting for Black people's rights takes much more than a capital letter | Elias Rodriques
2277,Parents and teachers: share your experiences with free school meals during the coronavirus pandemic
2278,Manchester United revenue shrinks 19% in a year as coronavirus impact felt
2279,Covid shielders like me need a mayor to fight our corner | Frances Ryan
2280,"Hope, joy and 'Tetris': a new start after the fall of Deportivo La Coruña | Sid Lowe"
2281,Sunak scraps three-year spending review to focus on Covid-19
2282,Tchaikovsky: where to start with his music
2283,Ex-Catalan police chief cleared of sedition in failed independence push
2284,"Diets rich in tea, berries and apples could lower blood pressure – study"
2285,How to make the perfect apple charlotte – recipe | Felicity Cloake's How to make the perfect…
2286,Behind the Enigma by John Ferris review – inside Britain's most secret intelligence agency
2287,US election may decide if Trump's Turnberry can become Open host | Ewan Murray
2288,Florida accused of sowing confusion with last-minute voting changes
2289,The Climb review –   hilarious true-to-life bromance
2290,Crown Resorts terminates agreements with James Packer's company on eve of AGM
2291,Red wall areas facing Brexit job shock even under a deal – report
2292,Top 10 books about the Himalayas | Ed Douglas
2293,"Yes we can! 17 delicious ways with tinned tuna, from salade nicoise to melts and fishcakes"
2294,Plans for £3.5bn theme park on Kent marsh dismay conservationists
2295,What Ice Cube's collaboration with Trump – and critique of Democrats – reveals | Malaika Jabali
2296,Talking Horses: Tiger Roll back on the Flat in build-up to Grand National
2297,UK outdoor workers: share your tips for coping with the cold
2298,Trump did pay taxes – in China | First Thing election special
2299,He bangs: why men are getting fringes again
2300,William Hill expects to take hit from shock sport results behind closed doors
2301,Parents struggle to get help for mentally ill children during pandemic
2302,Figures lay bare toll of pandemic on UK children's mental health
2303,Vote Bartlet: The 10 best episodes of The West Wing
2304,California appears to be winning fight against Covid-19. How long will it last?
2305,"Animals Farmed: Mink Covid cull, Dutch livestock protests and net zero farms"
2306,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury"
2307,"Archive, October 1975: Juan Carlos takes over power from dying Franco"
2308,UK clocks go back – but 2020's change won't mean extra drinking time
2309,'This would have changed my career': music industry finally acts on artist mental health
2310,Alleged Vatican payments linked to George Pell case referred to Victorian corruption watchdog
2311,UK borrowing on course to exceed £1bn a day but markets unperturbed
2312,'It's a mad time to take on a cafe!'– the people who started new businesses in the pandemic
2313,Revealed: ex-members of Amy Coney Barrett faith group tell of trauma and sexual abuse
2314,Steve Morrow: 'My special memory is the goal – I still get goosebumps'
2315,Trump administration alters and downplays human rights abuses in reports
2316,ACCC puts News Corp on notice that it's closely watching newswire duel
2317,Labor says scandals are behind federal Icac delay as Coalition blames Covid
2318,Tattoo officer and hip-hop talent scout: unlikely football club jobs | The Knowledge
2319,Want to fix the housing crisis? Give young people the right to a low-cost home | Sonia Sodha
2320,Major League Rugby faces a pandemic – and corrosive politics
2321,The world's election – inside the 23 October Guardian Weekly
2322,Praise be to travel companies with a 'no quibble' refund policy
2323,Ghosts by Dolly Alderton review – a sharp-eyed debut
2324,NSW eases restrictions as Victoria reports three new cases – as it happened
2325,"Why are 400,000 people watching AOC play the game Among Us on Twitch?"
2326,Gyms allowed to reopen in Merseyside after tier 3 Covid row
2327,Robot basketball and absurdist golf: five of the weirdest sports video games
2328,Scott Morrison’s excuses for failing to establish a federal integrity commission don't hold water | Katharine Murphy
2329,Medical costs comparison website 'has little credibility among doctors and consumers' in Australia
2330,'A tear rolled from my eye': how it feels to dance for Beyoncé
2331,Anne Marie Rafferty: 'Covid should be circuit breaker for the ills plaguing nursing'
2332,Neymar and Bruno Fernandes reveal a tale of two talismans in Paris | Jonathan Liew
2333,I’m 55 with herpes and low confidence – how can I have a healthy sex life?
2334,"The Bolivian left's election win is a positive sign, but it inherits a dire situation | Kevin Young"
2335,The straight cis men at a corporate gym helped save my trans soul
2336,Kim Kardashian West at 40: how the queen of social media changed the world
2337,Cat and mouse on the high seas: on the trail of China's vast squid fleet
2338,Icac findings: Gladys Berejiklian to know her fate by Christmas
2339,If Trump wins everyone is going to have a lot of feelings including us. Be prepared | First Dog on the Moon
2340,Joe Biden by Evan Osnos review – a story of survival
2341,As Victorians we want the rules to apply to everyone – not everyone except horse owners | Sophie Black
2342,Kenyan efforts to end FGM suffer blow with victims paraded in 'open defiance'
2343,'Owning the libs': how Donald Trump Jr became the unlikely political heir apparent
2344,'A game changer'. The UK's first LGBTQ+ extra-care housing scheme gets go ahead
2345,English Heritage colours the past – before and after
2346,Climate science deniers to give road safety evidence to MPs
2347,"If the poorest Americans are selling their blood, the US is in serious trouble | Arwa Mahdawi"
2348,The people of Liverpool have been failed by the government's woeful test and trace | Dan Carden
2349,Rallies and rent strikes: how students and staff are uniting against Covid chaos
2350,London the worst city in Europe for health costs from air pollution
2351,Google Pixel 4a 5G review: cheaper with two-day battery
2352,Rishi Sunak accused of ignoring struggling businesses in constituency
2353,"Clive Palmer: it was 'misleading' to suggest he composed Twisted Sister cover, party director admits"
2354,LNP youth curfew plan in north Queensland risks violence against Indigenous children
2355,"Donald Trump paid nearly $200,000 in taxes to China, report claims"
2356,US election briefing for Australia: Early voters smash records ahead of final fortnight
2357,Wednesday briefing: Sting in the north as PM imposes tier 3
2358,Croatian police accused of 'sickening' assaults on migrants on Balkans trail
2359,Oxford's new Story Museum finds fresh ways to tell tales in Covid era
2360,"Trump’s false ‘Russian spy’ claims put me in danger, says Steele dossier source"
2361,Queensland 2030 climate target would be scrapped if LNP win election as state’s emissions rise
2362,"Australian outback cattle station to house world's largest solar farm, powering Singapore"
2363,New Zealand records 25 Covid cases amid arrival of foreign fishing crews
2364,"Scrap pensions triple lock to help save UK finances, says influential thinktank"
2365,TV tonight: more filthy rich backstabbing with the return of Billions
2366,'I needed knee surgery after it!' The return of barnstorming musical Rent
2367,"Even if Biden wins US election, time is running out to save Iran nuclear deal"
2368,"‘This is a chance to smile again’: Strictly’s Jacqui Smith on scandal, divorce and life outside politics"
2369,"Racial discrimination widespread in NHS job offers, says report"
2370,The government's secretive Covid contracts are heaping misery on Britain | George Monbiot
2371,Australia may have recorded first case of Covid-19 reinfection
2372,Country diary: an epic upstream journey
2373,"Why the death of a small, punk-like fish rocked the marine world"
2374,Save 12 HK youths: campaign to free boat detainees goes global
2375,Doe your bit: Japan invents bags deer can eat after plastic-related deaths
2376,Polluted air killing half a million babies a year across globe
2377,Pakistani Shias live in terror as sectarian violence increases
2378,"Global Covid report: 300,000 excess US deaths recorded as Cathay Pacific cuts 5,900 jobs"
2379,"Coronavirus Victoria: Daniel Andrews says Cox Plate backflip prompted by public backlash, not health concerns"
2380,"Arts rescue package worth $250m still waiting to be allocated, Senate estimates told"
2381,Coronavirus economic relief talks resume as McConnell reportedly offers resistance - as it happened
2382,Nigeria protests: security forces open fire on protesters in Lagos
2383,"Breonna Taylor: grand juror speaks out, saying homicide charges weren't offered"
2384,'All the right causes': Miranda Devine and Coalition senators back extreme Queensland candidate
2385,'Tier and loathing': what the papers say about tough restrictions on Manchester
2386,Nasa Osiris-Rex spacecraft lands on asteroid Bennu in mission to collect dust
2387,"Employer contribution cuts could save three times more UK jobs, thinktank says"
2388,Washington's crackdown on Google is the greatest threat yet to big tech
2389,Investigation that cleared MP Michael Sukkar of wrongdoing was carried out by his old law firm
2390,Next accused of destroying documents in equal pay claim
2391,Waitrose and Co-op to cut prices of essential goods by average of 15%
2392,Arctic review – stark eco warnings from the ice-braving hunters who battled whales
2393,Postal workers to collect from the doorstep as Royal Mail shakes up service
2394,"Cryptic crossword No 28,270"
2395,"Quick crossword No 15,743"
2396,Far-right online forum 8chan kicked offline after protection services are cut
2397,Chelsea 0-0 Sevilla: Champions League – as it happened
2398,"Teargas used on Portland protesters risks ‘grave health hazards’, says lawsuit"
2399,Bulgaria makes masks mandatory – as it happened
2400,"Teaching white privilege as uncontested fact is illegal, minister says"
2401,Solskjær delighted with United win over 'one of the best teams in the world'
2402,Liverpool anger laid bare over Everton and ‘completely stupid’ Pickford
2403,Failure to act on Covid 'circuit breaker' will cost billions – Labour
2404,Nikita Parris urges FA to set up more inner-city bases to boost diversity
2405,Out of Her Mind review – Sara Pascoe's intricate comedy grows on you
2406,Berlin: vandalism of museum artefacts 'linked to conspiracy theorists'
2407,PSG 1-2 Manchester United: Champions League – as it happened
2408,Marcus Rashford pounces late for Manchester United to sink PSG again
2409,Édouard Mendy keeps it clean as Chelsea shut out Sevilla
2410,"Ghislaine Maxwell deposition should be unsealed quickly, judge rules"
2411,Hong Kong banks told to report potential breaches of security law
2412,"Frenzied, terrified, horny, lurid: in lockdown I crave art that’s as unhinged as I feel"
2413,Junior MasterChef weekly recap: 'I'm about to cry!'
2414,Plantwatch: Australia's giant stinging trees – 35m tall with a poison that can last for months
2415,The Great British Bake Off 2020: episode five – as it happened
2416,"Morning mail: spies target Australian politicians, US sues Google, the perfect knife"
2417,Corrections and clarifications
2418,Chaos and fury as Boris Johnson forces curbs on Greater Manchester
2419,UK police 'unable to cope' if no-deal Brexit cuts EU data sharing
2420,My final offer: Honest Bob checks his pockets for Covid loose change
2421,UK coronavirus: Hancock says financial support 'remains on table' after Greater Manchester tier 3 imposed – as it happened
2422,"A midwife, a Covid-19 expert and a refugee: some of New Zealand's new MPs"
2423,European Premier League: talks held over lucrative breakaway competition
2424,Greater Manchester tier 3 confusion is 'win-win' locally for Burnham
2425,No deal: how Greater Manchester's Covid talks broke down
2426,"NZ election weekly briefing: awaiting a Green new deal, Collins stays on, Jami-Lee roasted"
2427,Lawsuit against Google is a significant and long overdue moment
2428,Tier 3 Manchester: what are the true Covid patient figures?
2429,The Guardian view on Johnson and Greater Manchester: the politics of a pandemic | Editorial
2430,The Guardian view on failing jails: an inspector’s call | Editorial
2431,Melania Trump cancels rally appearance due to ‘lingering cough’
2432,Another Round wins top award at London film festival
2433,Trainline boss departs two months after cashing in £3m in shares
2434,Petr Cech included in Chelsea's Premier League squad while Arsenal omit Özil
2435,Ashleigh Barty happy to rest up at home while retaining world No 1 status | Tumaini Carayol
2436,Bradley Wiggins winds up two cycling firms with £1m-plus debts
2437,Everyman cinema staff say Covid-19 lay offs have left them in limbo
2438,Highways England rebrand accused of being an 'offensive' waste of £7m
2439,Airbus to operate drones searching for migrants crossing the Mediterranean
2440,Send us a tip on your favourite UK tree for a chance to win a £200 holiday prize
2441,Police officer tells UK court he didn't intend to kill long-term lover
2442,Canadian police officer found not guilty over death of mentally ill Black man
2443,Colorado firefighters struggle to control large blazes in drought-stricken state
2444,'They're going grey in the face': how Covid-19 restrictions are affecting UK inmates
2445,Larissa Wakefield obituary
2446,Trump asks Barr to investigate dubious claims against Joe and Hunter Biden
2447,Second witness suspected Manchester Arena bomber was planning attack
2448,Private education’s role in Durham University disgrace | Letters
2449,Trump trashed Fauci's baseball ability. But could he play the game himself?
2450,Widen the remit of Black History Month | Letter
2451,Covid lockup for older people? Who will care for the children? | Letter
2452,Worrying threat to the supreme court | Letter
2453,Frida Kahlo review - portrait of the intriguing Mexican painter
2454,EU seeks Amazon protections pledge from Bolsonaro in push to ratify trade deal
2455,Gove’s door is open to interpretation | Brief letters
2456,PM confirms Covid tier 3 restrictions for Greater Manchester as talks fail
2457,Charlie Ainley obituary
2458,Covid: prisoner mental health at risk of 'irreparable damage'
2459,Starmer's 'abstentionism' treads a fine line between election viability and party unity | Sienna Rodgers
2460,UK Covid death toll rises by 241 in highest daily increase for months
2461,Restoration Australia: an easy watch about heritage glow-ups or another coat of whitewash?
2462,Asio chief says foreign spies trying to 'deceptively cultivate' Australian politicians at every level
2463,'It’s literally the perfect knife': Dan Hong on the three most useful objects in his life
2464,Baby Done review – Rose Matafeo is wonderful in irresistible film about parenthood
2465,"When my partner died, I couldn't ask for help. I'm sharing in the hope others will reach out |  Jock Cheetham"
2466,Nathan Cleary moves mountains to become NRL grand final's main protagonist | Emma Kemp
2467,Western Sydney airport: families left in 'indefinite limbo' call for end to backroom deals
2468,'Vector of influence': Labor grills officials about QAnon family friend of Scott Morrison
2469,Cox Plate 'mistake': Victorian government backflips on plan to allow owners on track
2470,"Charities in a bind after cybercriminals donate $10,000 in bitcoin"
2471,"Coronavirus: 400,000 children in England off school in one week"
2472,Why digital equity is critical to an inclusive recovery from the pandemic
2473,Letter: Sir Ronald Harwood obituary
2474,"Spencer Davis, bandleader with the Spencer Davis Group, dies aged 81"
2475,Global report: record Covid cases and new lockdowns across Europe
2476,"Mark Milsome's death should have been prevented, says father"
2477,Sara Cox: ‘I don't want to be confronted with my own mortality’
2478,Bank of England policymaker warns of rising economic risks and job losses - as it happened
2479,Jimmy Kimmel: Trump 'definitely jealous of all the positive attention Fauci gets'
2480,Greater Manchester: Burnham condemns ministers as tier 3 talks collapse
2481,Autumn seems to come later these days – is the climate crisis to blame?
2482,Andres Serrano: 'Some people bristle when they hear my name'
2483,May's challenge to government 'unlikely to be her last'
2484,The loss of family reunion rights will lead to enormous suffering for child refugees | Harriet Grant
2485,Pep Guardiola accepts blame for Manchester City's European failures
2486,Power failure: why have young people fallen out of love with democracy?
2487,Former tree of the year felled in Warwickshire to make way for HS2
2488,Lockdown conflict between regional and national authorities in Spain
2489,World 400m champion escapes ban after tester knocked on wrong door
2490,Oldham's problems dealing with Covid are being made harder by Whitehall diktat | Sean Fielding
2491,Huracán review – Rocky-like portrait of a cage fighter on the edge in Miami
2492,iPhone 12 and iPhone 12 Pro review roundup: fresh design and future-proofing
2493,The Fiver | As defensively sound as a fishnet face mask
2494,US justice department sues Google over accusation of illegal monopoly
2495,Mirwais on producing Madonna: 'I'm not comparing her to a bull but –'
2496,Jason Holder urges cricket not to abandon Black Lives Matter message
2497,Car crash survivor pays tribute to wife and three children who died
2498,"A Brief History of Seven Killings: unwieldy, occasionally tedious – and magnificent"
2499,'You always talk about freedom – and this is it': the Texans casting their first ballots
2500,Chris Hoy: 'I had no natural ability as a cyclist!'
2501,Former Tory justice secretary condemns government attacks on 'lefty lawyers'
2502,"When it attacks 'lefty lawyers', this government takes aim at the rule of law | David Gauke"
2503,UK students: Have you been ridiculed over your accent or background?
2504,Bank of England policymaker backs negative interest rates
2505,Stormzy vest and 3D Covid virus among Designs of the Year nominees
2506,"Trump's denial of E Jean Carroll rape allegation was 'official response', justice department says"
2507,Antrum review – creepy 'cursed film' mockumentary emanates eerie power
2508,Critical care beds are no use without enough specialist staff | Charlotte Summers
2509,What store-cupboard basics should I stock up on for winter?
2510,"Scots should get new independence vote if SNP wins, says Tory-linked consultancy"
2511,"A decade in the building, Madrid's showpiece hotel has everything ... except guests"
2512,'I don’t sleep. I'm afraid to open the post': Covid's continued effect for film industry workers
2513,Chocolate industry slammed for failure to crack down on child labour
2514,Outsourcing could work if it went to companies who value people over profit | Tom Lloyd Goodwin and Neil McInroy
2515,USA Today supports Joe Biden in first ever presidential endorsement
2516,Have you been asked to provide proof of identity when socialising in UK pubs?
2517,Greece extends wall on Turkish border as refugee row deepens
2518,Trump has become obsessed with toilets. Is it because he is a busted flush? | arwa mahdawi
2519,Hunt on for future Covid mutations that cause treatments to lose potency
2520,"A dazzling, shocking indictment of America: What the Constitution Means to Me review"
2521,"Gulf royal accused of sexual assault must go, says Hay literature festival"
2522,Boots accused of harming social distancing by roping off HQ toilets
2523,Durex sales surge after end of UK national Covid lockdown
2524,Lombardy curfew aims to curb Covid hospital admissions rise
2525,Vietnam is not pitting economic growth against public health as it fights Covid | Tran Le Thuy
2526,UK cities plan Covid-safe festivities as Christmas markets are cancelled
2527,Donald Trump may try to steal the election. We need to start preparing for that now | Ashley Dawson
2528,UK to spend £30m on trials infecting young people to hasten Covid vaccine
2529,‘Real life but better looking’: ultimate teen soap Hollyoaks turns 25
2530,Coronavirus: Greater Manchester leaders set to ask for £75m support
2531,‘There is no them and us culture here’: how a new model helped transform Coventry’s social work academy
2532,Teenager's death after being given antipsychotic was 'potentially avoidable'
2533,To be black in the British countryside means being an outsider | VV Brown
2534,Amsterdam to use flowers to stop cyclists chaining bikes to bridges
2535,"The world's on fire, our nerves on edge: the merchants of Calm have just the fix | Jessa Crispin"
2536,Feeling down about the state of America? Me too. But good news may be coming | Art Cullen
2537,David Squires on … a tale of two Jordans and rough justice on Merseyside
2538,Crown chairman Helen Coonan admits casino 'facilitated' money laundering
2539,How the Greater Manchester Covid lockdown standoff unfolded
2540,Bottle-fed babies most at risk as study shows high lead exposure in US water
2541,"More than 100,000 Californians have bought a gun in response to Covid-19 crisis, report finds"
2542,Ay caramba! I watched 50 hours of new Simpsons so you don't have to
2543,Generation Z and the Covid pandemic: 'I have pressed pause on my life'
2544,'Scarred for life': Sage experts warn of impact of Covid policies on the young
2545,"At last, a mute button for Trump | First thing election special"
2546,Why worry about no-deal Brexit? If Gove says it'll be better that's good enough for me | Marina Hyde
2547,Talking Horses: Nicholls title hopes raised by Henderson Kempton doubts
2548,The Spin | Cannonball Cricket: the indoor revolution that failed to take off
2549,The power of perspective: Unlocking the secrets of data storytelling | Andrew Park
2550,Return of students to US colleges probably led to surge in Covid cases
2551,World Series 2020: will the Rays spring a surprise over the Dodgers?
2552,Love Island's Ovie Soko: 'It takes guts to live by your internal compass'
2553,"José Padilla, Ibiza DJ who defined chillout music, dies aged 64"
2554,Angels and artillery: a cathedral to Russia's new national identity
2555,Scott Morrison's office says it has found no correspondence from Daryl Maguire
2556,"The absurdity of Mesut Özil’s exile, yet another top talent cut adrift | Jonathan Liew"
2557,Coalition grilled over $30m Western Sydney airport land purchase – as it happened
2558,Queensland 'Christian soldiers' back doctor who railed against abortion and gay marriage for LNP seat
2559,Picture books for children – reviews
2560,Presidential debate commission adopts rules to mute microphones
2561,"Paul Murphy, venerated ABC and SBS journalist, dies aged 77"
2562,Rapid one-hour Covid tests begin at Heathrow airport
2563,Who put that there? Flight Simulator users find the world's strangest landmarks
2564,PM's department says business leaders on Covid commission given access to confidential material
2565,10 million snowblowers? Last-ditch ideas to save the Arctic ice
2566,Austerity is a zombie ideology. It's time to bury it once and for all | Tom Kibasi
2567,Manchester United's improvement buys breathing room for Solskjær | David Hytner
2568,How can schools educate isolating children if families can't afford wifi? | Laura McInerney
2569,The volunteers lining up for Covid-19 challenge trials
2570,Daryl Maguire scandal: NSW ministers to be banned from taking commissions on property deals
2571,Linda Ronstadt: 'I had to sing those songs or I was going to die'
2572,Tuberculosis breakthrough as scientists develop risk prediction tool
2573,Putin's blacklisted oligarch ally to cash in from Morrison government's gas-led recovery
2574,Afghan asylum seeker sues for false imprisonment in 'cockroach-infested' Australian facility
2575,"As a social worker, I know we must do more than stand in solidarity with black people | Vava Tampa"
2576,Why won’t Virgin Media complete my broadband installation?
2577,"Trio by William Boyd review – lights, camera, chaos"
2578,Anger as Environment Agency executive takes job at Southern Water
2579,I've got Covid claustrophobia. Get me a flight to … anywhere | Suzanne Moore
2580,I had the best body I've ever had – so why did I feel so much shame?
2581,Monzo launches £180-a-year premium account despite downturn
2582,Spare a thought for year 12 students around Australia – 2020 has been tough | Ned Manning
2583,"Churches knew of allegations against notorious paedophile priests, royal commission says"
2584,Christian Porter signals industrial relations changes but rules out small business award
2585,US election briefing for Australia: Ballot decision a win for Democrats in key state
2586,"Tony Abbott granted 'auto exemption' for travel while 30,000 Australians stranded overseas"
2587,La Rambla: plans to transform Barcelona's tourist rat run into a cultural hub
2588,"Tuesday briefing: Manchester make or break, Wales 'firebreak'"
2589,'A lot of the beach is gone': erosion closes Byron Bay's main beach
2590,"Russia planned cyber-attack on Tokyo Olympics, says UK"
2591,Bootylicious: the unexpected return of the wellington boot
2592,Samuel L Jackson: 'A fullness comes upon me every time I land in Africa'
2593,TV tonight: Sara Pascoe charms in a tale of thirtysomething angst
2594,No one wants a lockdown - so why are we hearing about 'lockdown cheerleaders'? | Stephen Buranyi
2595,"Bears, whales and wolverines: the species imperiled by Trump's war on the environment"
2596,75 ways Trump made America dirtier and the planet warmer
2597,Pressure mounts on No 10 to extend free school meals holiday scheme
2598,"In America’s oil country, men losing their jobs are suffering in silence"
2599,'Race is never far from the surface': Lesley Lokko on quitting New York
2600,'I have been quiet for 50 years': standing up against sexual abuse at Celtic Boys Club
2601,Why CFD trading is surging in 2020 and how it could benefit you
2602,Icac's independence 'threatened' by NSW funding model
2603,Country diary: an immense space studded with razor shells
2604,Twisted Sister frontman tells court Clive Palmer 'not good for my image' in copyright case
2605,"Melbourne lockdown has revealed my grey, irritable soul – and that's humbling | Martin McKenzie-Murray"
2606,India at heart of global efforts to produce Covid vaccine
2607,Actor Jeff Bridges being treated for lymphoma
2608,Tickets to AFL grand final at the Gabba sell out in 20 minutes
2609,Presidential debate commission adopts mute button to limit interruptions – as it happened
2610,"Coronavirus map Australia: tracking new and active cases, Covid stats and live data by state"
2611,Victoria and Melbourne Covid trend map: where coronavirus cases are rising or falling
2612,US supreme court denies Republican bid to limit Pennsylvania mail-in-voting
2613,SAS Australia: we are all Schapelle Corby crying at Merrick Watts getting punched in the nose
2614,It’s been a year for incumbents in Australia but the political contests are coming back to life | Peter Lewis
2615,Georgia: two rightwing Republicans face Democrat in special election debate
2616,Russian cyber-attack spree shows what unrestrained internet warfare looks like
2617,New Yorker suspends Jeffrey Toobin for allegedly masturbating on Zoom call
2618,Greater Manchester given midday deadline for tier 3 deal – as it happened
2619,Can the centre hold? Germany looks to its Covid-stricken high streets
2620,"Climate finance driving poor countries deeper into debt, says Oxfam"
2621,"Equality gains in the UK risk being reversed by coronavirus, says EHRC"
2622,Government urged to sell cocaine and ecstasy in pharmacies
2623,Asda launches 'greener price' promise and sustainability store
2624,NatWest pledges to boost number of black staff in senior roles
2625,Just one in seven rape survivors expect justice in England and Wales
2626,"Quick crossword No 15,742"
2627,"Arsène Wenger: 'A sense of anger, humiliation, hate … every defeat is still a scar on my heart' | Donald McRae"
2628,"Cryptic crossword No 28,269"
2629,Los Angeles ballots damaged after suspected arson attack on official drop box
2630,Greater Manchester given midday Tuesday deadline for tier 3 deal
2631,Cap on energy bills for 15m UK homes extended until 2021
2632,Eoin Morgan warns of mental health withdrawals from England's bubble life
2633,Leeds United 0-1 Wolves: Premier League – as it happened
2634,Raúl Jiménez's deflected strike at Leeds earns a precious away win for Wolves
2635,The Guerrilla Girls: 'We upend the art world's notion of what's good and what's right'
2636,The Billion Dollar Art Hunt review – the case that stumped the FBI
2637,Manchester Arena: witness thought 'suicide bomber' when he saw Abedi
2638,How a storm-stricken Scottish village was swallowed by sand
2639,A double-edged sword: hopes and fears for children as fast internet reaches Pacific
2640,Corrections and clarifications
2641,"Morning mail: Trump calls Fauci a 'disaster', Russian Olympics cyberattack, Instagram censorship"
2642,Harry Maguire and Mason Greenwood absent as Manchester United face PSG
2643,Netflix releases trailer for Chadwick Boseman's final movie
2644,Colin Graves ends bid to become next ICC chairman due to lack of support
2645,Wales to go into national two-week 'firebreak' Covid lockdown
2646,US removes Sudan from terrorism blacklist in return for $335m
2647,Gerta Vrbova obituary
2648,Ireland to impose 5km travel limit in strict new Covid lockdown
2649,Russia's cyber-attack plan for Olympics part of a familiar pattern
2650,French dairy giant accused of polluting country's famous rivers for years
2651,Hugh Walker obituary
2652,UK ministers accused over impact of Covid on minorities and disabled people
2653,"Covid vaccine will not be available in UK until spring, says Vallance"
2654,The horrors of Covid swapped for those of an hour with Michael Gove | John Crace
2655,GardaWorld's £100m for advisers suggests it will have to up its bid for G4S | Nils Pratley
2656,From TV star to tabloid target: how allegations took toll on John Leslie
2657,Burnley off the bottom with first point as Nick Pope keeps West Brom at bay
2658,The Guardian view on Boris Johnson's Covid gamble: not a winning wager | Editorial
2659,The Guardian view on Samuel Paty: don't let the death cult win | Editorial
2660,Frank Lampard leaps to defence of Chelsea's under-fire backline
2661,UK refuses to restart Brexit talks despite EU accepting its demands
2662,Anne-Marie Hutchinson obituary
2663,Landsec to sell almost a third of its £12.8bn property portfolio
2664,'Trump's opposite': Rolling Stone endorses Joe Biden for president
2665,Sir Samuel Brittan obituary
2666,ITV to increase focus on streaming to compete with Netflix and Disney
2667,Uber pledges £5m toward electric vehicle charging points in London
2668,'He was standing up for us': Manchester locals on Burnham's Covid stance
2669,'Utter rubbish': Theresa May incredulous at Michael Gove's Brexit claims
2670,Mervyn King says Covid furlough scheme may be needed throughout 2021
2671,Trump says Americans 'tired of hearing Fauci and all these idiots' discuss Covid
2672,Matt Hancock warns deaths doubled in 12 days; no agreement in Manchester tier 3 talks - as it happened
2673,"Vietnam floods and landslides displace 90,000 people as new cyclone nears"
2674,Inquiry blames pilot error for fatal Shetland helicopter crash
2675,Bristol students to withhold rent over university's 'lack of support'
2676,"Exeter head coach Rob Baxter in for long haul, says chairman Tony Rowe"
2677,Andrew Wilson obituary
2678,"Autistic girls going undiagnosed due to ‘camouflaging’ behaviour, study says"
