,0
2251,Big Banks’ ‘Revolutionary’ Request: Please Don’t Weaken This Rule
2252,"Mortgage Rates Drop Below 3% for First Time, Tempting Home Buyers"
2253,How to Report on Internet Culture and the Teens Who Rule It
2254,"Joanna Cole, Who Imagined Fantastical Bus Rides, Dies at 75"
2255,Parenting in the Bubble: ‘This Is Mom’s Job. You Have to Work With Me.’
2256,I’m a Black Police Officer. Here’s How to Change the System.
2257,"‘The Science Should Not Stand in the Way,’ McEnany Says of Reopening Schools"
2258,Netflix Appoints Ted Sarandos as Co-Chief Executive
2259,Coronavirus Briefing: What Happened Today
2260,"Eddie Gale, Deeply Spiritual Jazz Trumpeter, Dies at 78"
2261,Twitter Struggles to Unpack a Hack Within Its Walls
2262,"If Kanye West Is Running for President, So Is Your Mom"
2263,Matisse Thybulle Is the Breakout (Mini-Movie) Star of the N.B.A. Bubble
2264,Bill Stepien Takes Helm of Trump Campaign as a Data-Obsessed Political Fighter
2265,"Under Hedge Fund Set to Own McClatchy, Canadian Newspapers Endured Big Cuts"
2266,1 Dead and 3 Injured as Construction Platform Plummets in Manhattan
2267,The Next Disaster Is Just a Few Days Away
2268,"Twitter, Russia, Comet NEOWISE: Your Thursday Evening Briefing"
2269,What We Eat During a Plague
2270,"USA Today, After Fracas, Says Op-Ed Attacking Fauci Fell Short of Standards"
2271,"At the Hirshhorn, a Battle Over Plans for Its Sculpture Garden"
2272,Pompeo Says Human Rights Policy Must Prioritize Property Rights and Religion
2273,"NASA Delays James Webb Telescope Launch Date, Again"
2274,N.C.A.A. Updates Guidelines and Says Return of Sports Depends on Spread
2275,"As the Virus Deepens Financial Trouble, Colleges Turn to Layoffs"
2276,President Biden’s First Day
2277,What the Twitter Hack Revealed: An Election System Teeming With Risks
2278,"Federal Employees Can Express Support for Black Lives Matter, Watchdog Says"
2279,A Debate About Open Debate
2280,"Extending Cruise Ban, C.D.C. Slams Industry for Spreading Coronavirus"
2281,Mask Rules Expand Across U.S. as Clashes Over the Mandates Intensify
2282,Reopen Schools? Here’s What You Had to Say
2283,Tiger Woods at Ease in First Round of Memorial Tournament
2284,Democratic Officials Tell Members of Congress to Skip the Convention
2285,Hose and Belt Sellers
2286,There’s Still a Pandemic Happening. It’s OK Not to Please Everyone.
2287,Should You Say Yes to That Favor? Well …
2288,Quotation of the Day: Pompeo Says Human Rights Must Reflect Religion’s Role
2289,"Corrections: July 17, 2020"
2290,"Russian Hacking, ISIS bride, Angela Merkel: Your Friday Briefing"
2291,India Coronavirus Cases Surge Past One Million
2292,Father Soldier Son
2293,"$174 Million Afghan Drone Program Is Riddled With Problems, U.S. Report Says"
2294,Trying to Feel Love-Worthy (While Working for a Dating App)
2295,"Melbourne Lockdown Elicits Hope, Anger and Vows of Resilience"
2296,What’s on TV Friday: Freestyle Love Supreme and ‘The Sims Spark’d’
2297,"Pressed Between the Pages of a Book, Flora Becomes Art"
2298,"South Korean Lawsuit Filed Against Kim Yo-jong, Kim Jong-un’s Sister"
2299,"As if Yemen Needed More Woes, a Decrepit Oil Tanker Threatens Disaster"
2300,"Trump’s Campaign Manager Wasn’t the Problem, Late Night Agrees"
2301,"Trump Steps Up His Assault on Biden With Scattershot Attacks, Many False"
2302,The N.B.A. Bubble Is in the Magic’s Backyard. But They’re Not Quite at Home.
2303,"News Quiz: China, Twitter, Disney"
2304,Why We Published the Story of a Former White Supremacist
2305,China’s Swimwear Capital Can’t Wait for You to Go Back to the Beach
2306,"New in Paperback: ‘Wildhood’ and ‘Beaten Down, Worked Up’"
2307,"After the Recent Surge in Coronavirus Cases, Deaths Are Now Rising Too"
2308,"A Roaring, Full-Throttle Thriller, Crackling With Tension and Charm"
2309,Move In? Get Divorced? The Pandemic Forces Couples to Decide
2310,TV Was My Family’s Universal Translator
2311,Shakespeare’s Son Died at 11. A Novel Asks How It Shaped His Art.
2312,"In Contemporary Trinidad, a Widow Rediscovers the Meaning of Home"
2313,"A Novel That Unfolds in a Day, and Other Historical Fiction"
2314,"Dripping Slow and Sweet, Four New Books About Honey and Bees"
2315,This Is Not the America These Au Pairs Were Expecting
2316,An Artist Captures 4 Months of Sidewalk Chalk Drawings
2317,"The Times Story That Grew Into a Movie, Over 10 Years"
2318,How the Central Park Barber Spends His Sundays
2319,There’s a Chance to Tell a New American Story. Biden Should Seize It.
2320,New Work From Two Masters of the Graphic Novel
2321,Do Progressives Have a Free Speech Problem?
2322,The Democrats Are Downsizing Their Convention to Almost Nothing
2323,You’re a Senior. How Do You Calculate Coronavirus Risk Right Now?
2324,Our Life Was Languid. Then My Daughter’s Family Moved In.
2325,TikTok Is Wonderful. I Still Don’t Want It on My Phone.
2326,"3 Weeks After Primary, N.Y. Officials Still Can’t Say Who Won Key Races"
2327,"Paired During a Medical Rotation, and Then in Life"
2328,5 Ways the Coronavirus Has Changed Suburban Real Estate
2329,The Problem With ‘Anti-Racist’ Movie Lists
2330,Alex Trebek Is Still in the Game
2331,"For Owners of Century-Old Businesses, Shutting Down Brings a Special Pain"
2332,Behind the Cover: Why Covid-19 Is Winning
2333,51 Days on a Ventilator: How ‘Miracle Larry’ Survived
2334,Will Trump’s Troubles Turn Ohio Back Into a Tossup State?
2335,"Schools Beat Earlier Plagues With Outdoor Classes. We Should, Too."
2336,Disability Pride: The High Expectations of a New Generation
2337,"Citi Bikes, Scooters, Skateboards: Anything but the Subway"
2338,"Airbnb Was Like a Family, Until the Layoffs Started"
2339,"Voices From Travel’s Front Lines: ‘We Walk in Fear, We Work in Fear’"
2340,White Supremacy Was Her World. And Then She Left.
2341,"Christopher Dickey, Renowned Foreign Correspondent, Dies at 68"
2342,"U.S. Reports More Than 70,000 New Coronavirus Cases for the Second Time"
2343,What We Know About the Killing of Tech C.E.O. Fahim Saleh
2344,‘Adventure Partners’ Find Sure Footing Together
2345,Finger Lakes Dreams Put on Hold
2346,A Setup That Was Meant to Be
2347,Changing Plans Without Advance Warning
2348,Her ‘Bubbie’ Was Right After All
2349,"Cold Cuts, Cheeses and So Many Smiles"
2350,An Emergency Marriage License Erases Boundaries
2351,"At Old St. Pat’s, a History of Defiance"
2352,"Tilly Remembers Her Grandfather, Three Months On"
2353,How many are collecting unemployment benefits? It’s hard to say.
2354,Catch up: Here’s what else is happening.
2355,Some states are restoring a condition of unemployment pay: proof of a job search.
2356,Tunisian Woman Sentenced to Prison Over Joke Alluding to the Quran
2357,Fary Isn’t Joking About Race in France Right Now
2358,2020 and the Climate
2359,A Detailed Map of Who Is Wearing Masks in the U.S.
2360,"For owners of century-old businesses, shutting down brings a special pain."
2361,The Eye of the Bankruptcy Storm
2362,"Despite White House Broadsides, Most Americans Stick by Fauci"
2363,"E.U. Leaders Meet to Discuss Virus Rescue Plan, With Obstacles Ahead"
2364,"C.T. Vivian, Martin Luther King’s Field General, Dies at 95"
2365,2020 Election Updates: Joe Biden Offers a Plan for Reopening Schools
2366,Experts warn of a gathering storm of corporate bankruptcies.
2367,$279 a Day: Good Luck Finding a Cheap Rental Car in N.Y.C.
2368,Summer Reading Contest Week 6: What Got Your Attention in The Times This Week?
2369,"Ending an Era, British Airways Retires Fleet of Boeing 747s"
2370,Three takeaways from this week’s earnings reports.
2371,World Surf League Cancels 2020 Season and Revamps Future Tours
2372,New Tools for Home Buyers as the Pandemic Upends Real Estate
2373,Is California Doing Enough Coronavirus Testing?
2374,Making Summer Fun Out of Plastic Trinkets and Sugary Cereal
2375,‘The Old Guard’ | Anatomy of a Scene
2376,How Charlize Theron and KiKi Layne Spar in ‘The Old Guard’
2377,Tech C.E.O.’s Former Assistant Charged With His Grisly Murder
2378,The Fed expanded a key lending program to include nonprofits.
2379,Federal Agents Unleash Militarized Crackdown on Portland
2380,What to Cook This Weekend
2381,Democrats Eye Trump’s Game Plan to Reverse Late Rule Changes
2382,Watch: White House officials testify on small-business aid.
2383,"Drake Clears His Throat With DJ Khaled, and 10 More New Songs"
2384,Mnuchin Calls for Congress to Pass More Stimulus This Month
2385,"A ‘Significant Return to Normality’ by Christmas, U.K. Prime Minister Says"
2386,"In a Rare Public Appearance, the Queen Knights Captain Tom"
2387,10 Tools for Basic Home Repair
2388,How to Save a Half-Open Economy
2389,What’s Better Than Caramelized Onions? Caramelized Peppers
2390,Jamaal Bowman Proves Ocasio-Cortez Was No Fluke
2391,A Fashion Show Epilogue. Or Was It an Elegy?
2392,"Federal Aid Has So Far Averted Personal Bankruptcies, but Trouble Looms"
2393,"Police Have Too Much Access to People’s Data, German Court Rules"
2394,"Weekly Health Quiz: Coronavirus Testing, Exercise and a Strange Brain Disorder"
2395,"Nearly a Century After a Tulsa Massacre, the Search for Burial Sites Finally Breaks Ground"
2396,A New Sticker Aims to Signal Safe Dining in the Pandemic
2397,Monuments Are Falling. What Should Rise in Their Place?
2398,A Timeless Tomato Tart
2399,Cave’s Clues Show It’s More Than Just Oldest Outhouse in the Americas
2400,"Ginsburg Says Her Cancer Has Returned, but She’s ‘Fully Able’ to Remain on Court"
2401,11 of Our Best Weekend Reads
2402,Sheet-Pan Summer
2403,"‘30 Rock’ Reunion Review: A Few Laughs, a Lot of Blergh"
2404,How One Student Chose a College During a Pandemic
2405,Inside Johnson & Johnson’s Nonstop Hunt for a Coronavirus Vaccine
2406,Government Says Contract for Covid-19 Database Was Competitively Bid
2407,Pentagon Sidesteps Trump to Ban the Confederate Flag
2408,The Pandemic Is Straining Airbnb
2409,Variety: Acrostic
2410,"New York City Eases Into Phase 4 of Reopening, but Indoor Limits Remain"
2411,"For N.H.L.’s Oldest Players, the Clock Ticks Louder Every Day"
2412,Mason Greenwood and the Weight of Expectations
2413,Love Letter: Confessions of a Hopeful Romantic
2414,No Bleach and Dirty Rags: How Some Janitors Are Asked to Keep You Virus-Free
2415,Conflict Over a Rental Car Leads to Elusive A.T.M. Skimming Suspect
2416,Are Your Kids Ready to Go Back to School?
2417,"Overlooked No More: Nancy Green, the ‘Real Aunt Jemima’"
2418,Milan Has Some Reasons to Be Cheerful
2419,"Are You Eligible for Food Stamps Now? Maybe, but It’s Complex"
2420,Christopher Nolan Says ‘Tenet’ Will Come Out This Summer. Should It?
2421,A Solar Future for Low-Income People
2422,Weighing the Options for Reopening Schools
2423,How the Yankees Are Adapting to a Season of Distancing
2424,Comfort Viewing: 3 Reasons I Love ‘Supermarket Sweep’
2425,"2 White Men Charged After Helping Pin Black Man to a Tree in Indiana, Officials Say"
2426,Cuomo Says N.Y.C. Museums Won’t Reopen Monday
2427,A Portuguese Artist’s Chilled Tomato Soup
2428,Newt Gingrich and the Dawn of an Era
2429,How Can We Be of Service?
2430,‘Richard II’ Review: A Radio King With a Tottering Crown
2431,F.T.C.’s Facebook Investigation May Stretch Past Election
2432,"Brandis Kemp, Character Actress and ‘Fridays’ Original, Dies at 76"
2433,The Fall of ‘Terrace House’
2434,Hackers Tell the Story of the Twitter Attack From the Inside
2435,The Community That Covid-19 Built
2436,Picking Your Sunday Read
2437,Newsom Outlines Reopening Guidelines for California Schools
2438,"Emily Howell Warner, Who Broke a Sky-High Glass Ceiling, Dies at 80"
2439,Newsom Order Would Keep Most California Schools Online
2440,Delta tells its pilots: Take a 15 percent pay cut and keep your jobs.
2441,Prosecutors Drop Felony Charges Against 87 Breonna Taylor Protesters in Kentucky
2442,Watchdog Faults Medicare Agency’s Use of Communications Contractors
2443,"Portland, Masks, Captain Tom: Your Friday Evening Briefing"
2444,"Flossie Wong-Staal, Who Unlocked Mystery of H.I.V., Dies at 73"
2445,Coronavirus Briefing: What Happened Today
2446,"Fighting Discrimination, a French Woman Becomes a Champion of Men"
2447,Pence Attacks Biden at Wisconsin Campaign Event: ‘You Won’t Be Safe in Joe Biden’s America’
2448,Ex-Federal Reserve Chairs Urge More Economic Relief From Congress
2449,"For Third Time This Week, the Federal Government Carries Out an Execution"
2450,The Justice Department’s Shameful Rush to Federal Executions
2451,The Tenacity of the Franco-American Ideal
2452,"10 Fingers, 2 Feet and 5,000 Pipes, Breathing Life Into the Present"
2453,Biden’s School Plan Draws Clear Contrast With Trump’s
2454,"While Virus Surges, Georgia Governor Sues Atlanta Mayor to Block Mask Rules"
2455,The Legal System Should Not Be a Tool for Bullies
2456,"Jane Walentas, Who Planted a Carousel in Dumbo, Dies at 76"
2457,Treacherous Times for Dr. Fauci in the Sacred Cow Business
2458,"Washington N.F.L. Harassment Report Shocked Many, but Not Women"
2459,"Gabriella Tucci, 90, Dies; Italian Soprano and Met Opera Mainstay"
2460,F.B.I. Agent in Russia Inquiry Saw Basis in Early 2017 to Doubt Dossier
2461,"Tiger Woods, Injured Grinder, Makes Cut at the Memorial"
2462,Were the Actions of Federal Agents in Portland Legal?
2463,"Utility Company Gave Jobs to Allies of Top Illinois Democrat, Prosecutors Say"
2464,Cheeky
2465,American Crime and the Baltimore Model
2466,50 Nights of Unrest in Portland
2467,"John Lewis, Towering Figure of Civil Rights Era, Dies at 80"
2468,John Lewis Risked His Life for Justice
2469,"Quotation of the Day: To City’s Alarm, Federal Officers Police Portland"
2470,"Corrections: July 18, 2020"
2471,Praise for John Lewis Pours in From Nation’s Political Elite
2472,What’s on TV Saturday: ‘Father Soldier Son’ and the Dance on Camera Festival
2473,How PG&E Is Racing to Improve Safety as Fire Season Approaches
2474,Long Waits for U.K. Hospital Treatment as N.H.S. Fights Coronavirus
2475,"Lost and Now Found, Leeds Returns to the Premier League"
2476,Hardcore Cyclists Head for the Hills … Mexico City’s
2477,Battle in the Himalayas
2478,The Horror Novel Lurking in Your Busy Online Life
2479,Trump Promotes Caricature of What Conservatives Want
2480,Exploring Their Own Paths Together
2481,Race Takes Center Stage as Rashida Tlaib Faces Primary Challenge
2482,Sing Figaro’s Aria and Diagram Your Garden
2483,Why Trump’s Attacks on John Roberts Aren’t Working With Some Conservatives
2484,What Is a Travel Columnist’s Role When Travel Stops?
2485,"For Families of 9/11 Victims, Virus Further Slows the Pace of Justice"
2486,Mistrust of a Coronavirus Vaccine Could Imperil Widespread Immunity
2487,A Covid-19 Lesson: Some Seriously Ill Patients Can Be Treated at Home
2488,"He Kept a Community’s Bears in Check, but He Won’t Anymore"
2489,Fire Hits Cathedral in French City of Nantes
2490,Someone Tore Down a Union Army Statue in Saratoga Springs. Why?
2491,‘Our Role Is to Reduce Their Grief’
2492,Trump Administration Aims to Block New Funding for Coronavirus Testing and Tracing
2493,China Is Dismantling the Empire of a Vanished Tycoon
2494,This Border Town Was on the Rise. Then the Pandemic Hit.
2495,"How to Kill a Vampire: Not With This Kit, Apparently"
2496,Can I Stop Paying for Amenities That Closed Because of the Pandemic?
2497,Finally Write That Short Story
2498,"As Seasonal Rains Fall, Dispute Over Nile Dam Rushes Toward a Reckoning"
2499,The Crispiest Tofu Sandwich
2500,"Federal Officers Deployed in Portland Didn’t Have Proper Training, D.H.S. Memo Said"
2501,"Nicaragua’s Ruling Sandinistas Fall Victim to Covid-19, Highlighting the Disease’s Spread"
2502,Republicans Keep Flunking Microbe Economics
2503,A More Liberal Supreme Court? Not When It Comes to Voting Rights
2504,Officer Who Pressed His Knee on George Floyd’s Neck Drew Scrutiny Long Before
2505,London Police Urged to Apologize After Officer Knelt on Man’s Neck
2506,The Doctor Versus the Denier
2507,"I Won’t Return to the Classroom, and You Shouldn’t Ask Me To"
2508,"Learning to Heal, With a Little Fur Machine"
2509,Creating a More Equitable Economy
2510,Family-Friendly Movies Made by Diverse Filmmakers
2511,Breathe Better With These Nine Exercises
2512,"Frans Nieuwendam, Who Knew Style and Had It, Dies at 60"
2513,"Defying Kremlin, Protesters Stage Biggest Rally Yet in Russian Far East"
2514,Travel The World With Your Ears
2515,The First Time John Lewis and I Integrated the Buses
2516,Inside Trump’s Failure: The Rush to Abandon Leadership Role on the Virus
2517,Inside the Failure: 5 Takeaways on Trump’s Effort to Shift Responsibility
2518,"Trump Weighs In on the Death of John Lewis, One of His Most Vocal Critics"
2519,"Brigid Berlin, Socialite Who Joined Warhol’s World, Dies at 80"
2520,Doing Schoolwork in the Parking Lot Is Not a Solution
2521,"Older Children Spread the Coronavirus Just as Much as Adults, Large Study Finds"
2522,The Real White Fragility
2523,‘They Didn’t Just Love Him. They Knew Him.’ Young Atlanta Activists Mourn John Lewis.
2524,Oakland Will Pay $32.7 Million to Settle Ghost Ship Fire Lawsuits
2525,"Remembering John Lewis, a Civil Rights Icon"
2526,The New Rules of Dating
2527,Doubles Play
2528,Blue Jays Can’t Play Games in Canada Because of Pandemic
2529,From the Archive: ‘Forgiving George Wallace’
2530,2 Republican Senators Post Photos of Elijah Cummings in John Lewis Tributes
2531,Who Were the Freedom Riders?
2532,"Amid a Pandemic, Supporters Hope John Lewis Can Still Lie in State in the Capitol"
2533,Trump Administration Balks at Funding for Testing and C.D.C. in Virus Relief Bill
2534,Death of John Lewis Fuels Movement to Rename Edmund Pettus Bridge
2535,3 Dead After Glacier Tour Bus Rolls Over in Canadian Rockies
2536,Quotation of the Day: Civil Rights Icon Turned Conscience of Congress
2537,Southern Europe Opens Its Doors to Tourists. Not Many Are Coming.
2538,"India Rounds Up Critics Under Shadow of Virus Crisis, Activists Say"
2539,"Corrections: July 19, 2020"
2540,What’s on TV Sunday: ‘The Last Dance’ and ‘United Shades of America’
2541,They Came From Moose Jaw and Kapuskasing. They Were the New York Rangers.
2542,Roger Stone Denies Using Racial Slur on Radio Show
2543,"‘One Day While I Was Shopping at Macy’s, I Lost Track of the Time’"
2544,The Tokyo Olympics Will Open a Year From Now. Maybe.
2545,‘Demagogue’ Remembers a Vintage American Bully
2546,Why Intellectuals Support Dictators
2547,How Buying Beans Became a Political Statement
2548,"During Coronavirus Lockdowns, Some Doctors Wondered: Where Are the Preemies?"
2549,Why a ‘Do No Harm’ General Election Strategy Could Work for Joe Biden
2550,The Book Review in Quarantine
2551,Public Transit Officials Fear Virus Could Send Systems Into ‘Death Spiral’
2552,"After #OscarsSoWhite, Disability Waits for Its Moment"
2553,"Coronavirus Surge, John Lewis, Fall Gardens: Your Weekend Briefing"
2554,The Week in Business: Twitter’s Mystery Hackers
2555,"Despite Masks’ Proven Value, Some U.S. Leaders Avoid Mandates"
2556,The Sunday Read: ‘The Man Who Cracked the Lottery’
2557,Dorothy Parker’s Ashes Could Be Moved. Again.
2558,"Luther Price, Experimental Artist and Filmmaker, Dies at 58"
2559,What to Cook This Week
2560,"With Tourists Gone, St. Patrick’s Cathedral Pleads for Help"
2561,"Clearly, the Virus Isn’t the Only Problem"
2562,This 19th-Century Law Helps Shape Criminal Justice in Indian Country
2563,"Start Looking, and You’ll See Roads All Over the Bible"
2564,India Offers Escape to Afghan Hindus and Sikhs Facing Attacks
2565,Renaming the Army Bases
2566,Showdown on Beach in Bulgaria Balloons Into Political Crisis
2567,Trump Leans Into False Virus Claims in Combative Fox News Interview
2568,"As Trump Ignores Virus Crisis, Republicans Start to Break Ranks"
2569,The Met Opera Tries to Find Paying Customers in a Pandemic
2570,Partyers Clash With German Police
2571,"More Resignations, but No Sign Yet of a Change in Gaming Culture"
2572,Mars Mission From United Arab Emirates Embarks on 7-Month Journey
2573,"To Buy This Basquiat, Swipe Right"
2574,Yankees and Mets Glad to Finally Face Someone Other Than Themselves
2575,Krip-Hop Nation Showcases Rappers With Disabilities. Meet 5 of Our Favorites.
2576,"Gordon Bower, Inventive Memory Researcher, Is Dead at 87"
2577,Special Interests Mobilize to Get Piece of Next Virus Relief Package
2578,Vulnerable Border Community Battles Virus on ‘A Straight Up Trajectory’
2579,REI Faces Staff Backlash Over Response to Covid-19 Cases
2580,Petition Urges Trader Joe’s to Get Rid of ‘Racist Branding’
2581,Wearing a Mask? It May Come From China’s Controversial Labor Program
2582,China Is Using Uighur Labor to Produce Face Masks
2583,"Uighur Labor, Indian Arrests, Mars Mission: Your Monday Briefing"
2584,Trump’s Hot-Button Fed Pick Faces Senate Committee Vote This Week
2585,Testing Backlogs May Cloud the True Spread of the Coronavirus
2586,"Nakotah LaRance, Acclaimed Native American Hoop Dancer, Dies at 30"
2587,Brazil Health Workers May Have Spread Coronavirus to Indigenous People
2588,"Amid a Deadly Virus and Crippled Economy, One Form of Aid Has Proved Reliable: Food Stamps"
2589,Makeup of a Beach
2590,Which Country Will Triumph in the Post-Pandemic World?
2591,Where Is the Outrage?
2592,"From Antifa to Mothers in Helmets, Diverse Elements Fuel Portland Protests"
2593,"Top State Dept. Officials Enabled Misconduct by Pompeo, Whistle-Blower Said"
2594,An Ex-Times Reporter. An Ohio Wedding Provider. Covid Contrarians Go Viral.
2595,Tracy McGrady and Jermaine O’Neal Have Been Talking. They’re Starting a Sports Agency.
2596,Jon Rahm’s Two New Attributes: Composure and a Top Ranking
2597,"‘Perry Mason’ Season 1, Episode 5 Recap: Leaps of Faith"
2598,Quotation of the Day: Allies of Trump Start to Break Ranks on Virus
2599,"No Corrections: July 20, 2020"
2600,Husband and Son of a Federal Judge Are Shot in New Jersey
2601,"European Union Fund, Bulgaria Protests, Mars Mission: Your Monday Briefing"
2602,What’s on TV Monday: ‘Ip Man 4: The Finale’ and ‘Intervention’
2603,Europe Said It Was Pandemic-Ready. Pride Was Its Downfall.
2604,Businesses Are Supposed to Cut Debt in a Downturn. Why Not Now?
2605,A Stadium at Iowa State Says His Name: Jack Trice
2606,Jackie Robinson’s Inner Struggle
2607,How to Identify Flawed Research Before It Becomes Dangerous
2608,Will Clean Energy Projects Face Troubles That Have Bedeviled Pipelines?
2609,‘Less Optimistic’ and ‘More Cautious’: Top C.E.O.s Fret as Virus Cases Rise
2610,How to Reopen the Economy Without Killing Teachers and Parents
2611,A Timely Case on Police Violence at the Supreme Court
2612,"With a U.N. Veto, Russia and China Add to Syria’s Misery"
2613,The Link Between Parkinson’s Disease and Toxic Chemicals
2614,Downsizing From a Two-Bedroom to a Studio
2615,Would the Prophet Muhammad Convert Hagia Sophia?
2616,The Pandemic Has Pushed Aside City Planning Rules. But to Whose Benefit?
2617,"Building Accessibility Into America, Literally"
2618,A Rush to Use Black Art Leaves the Artists Feeling Used
2619,"N.Y.C. Enters Phase 4, but Restaurants and Bars Are Left Behind"
2620,"‘If It’s Here, It’s Here’: America’s Retirees Confront the Virus in Florida"
2621,"Yankee Stadium Area Is Hurting, and Baseball’s Return Won’t Help"
2622,"The Black Sanitation Workers Who Are Saying, ‘I Am a Man’"
2623,"As Trump Slumps, Republican Donors Look to Save the Senate"
2624,"Without Music, Tanglewood Is Empty, Eerie and Beautiful"
2625,A Glimpse Inside the Workshops of the World’s Finest Panama Hat Makers
2626,"New York City’s Phase 4, Explained"
2627,Republicans Begin New Relief Talks as Hopes Fade for Rapid Recovery
2628,"With Tourists Gone, Bali Workers Return to Farms and Fishing"
2629,The Life and Legacy of John Lewis
2630,Oliver Stone’s Reel History
2631,Death and Testing
2632,REI’s response to virus cases angers employees.
2633,N.F.L. Players Say #WeWantToPlay but Question Training Camp Safety
2634,What Are Federal Agents Doing in Portland?
2635,Delta says passengers who don’t wear masks face a health screening.
2636,C.E.O.s Say ‘It’s a Grind’
2637,‘I Have to Go in and Decolonize’: Europe’s Black Theater Makers Discuss the Scene
2638,A Retelling of American History — in Neon
2639,Top Democrats Send Letter on Possible Foreign Meddling in November Election
2640,"In a Time of Crisis, Is Art Essential?"
2641,American Fashion Nominates the Designers of the Year. They Really Make You Think.
2642,"Once a Model City, Hong Kong Grapples With a New Coronavirus Wave"
2643,What You Get for $2.4 Million in California
2644,$2.4 Million Homes in California
2645,H.I.V. Survivors Confront Painful Memories and New Risks in Pandemic
2646,‘A Place Where Everybody Can Shop’ Is Closing Its Doors
2647,Maryland Special Election Results: Seventh Congressional District
2648,Ohio Primary Election Results: First Congressional District
2649,Ohio Primary Election Results: 10th Congressional District
2650,Ohio Primary Election Results: 12th Congressional District
2651,Ohio Primary Election Results: Second Congressional District
2652,Ohio Primary Election Results: Ninth Congressional District
2653,Ohio Primary Election Results: 16th Congressional District
2654,Ohio Primary Election Results: 14th Congressional District
2655,Ohio Primary Election Results: Fifth Congressional District
2656,Ohio Primary Election Results: Eighth Congressional District
2657,Ohio Primary Election Results: Sixth Congressional District
2658,Ohio Primary Election Results: Fourth Congressional District
2659,Ohio Primary Election Results: 15th Congressional District
2660,Ohio Primary Election Results: 11th Congressional District
2661,Ohio Primary Election Results: 13th Congressional District
2662,"The Japanese-American Sculptor Who, Despite Persecution, Made Her Mark"
2663,Here’s the business news to watch this week.
2664,What to Cook Right Now
2665,U.K. Suspends Extradition Treaty With Hong Kong Over Security Law
2666,‘Total Bellas’ Refuse to Be Knocked Out by Quarantine
2667,"From Good Wine, a Direct Path to the Wonders of Nature"
2668,There Are Wasps in the Yard. You’d Better Get to Know Them.
2669,‘Anti-Feminist’ Lawyer Is Suspect in Killing of Son of Federal Judge in N.J.
2670,"Global Warming Is Driving Polar Bears Toward Extinction, Researchers Say"
2671,Georgia Democrats Choose Nikema Williams to Fill John Lewis’s Seat in Congress
2672,"For Some Artists, Election Season Means ‘Enough of Trump’"
2673,"In 5 Minutes, You Can Have a (Slightly) Tidier Bedroom"
2674,"New Treatment for Covid-19 Shows Promise, but Scientists Urge Caution"
2675,Big Polling Leads Tend to Erode. Is Biden’s Edge Different?
2676,Marcella Hazan’s Tomato Sauce Trilogy
2677,How Porky Pig Works From Home
2678,Why a Medical Interpreter Felt ‘Disposable’ Amid Covid-19
2679,Video Shows Police Beating Portland Protester
2680,Google Promises Privacy With Virus App but Can Still Collect Location Data
2681,"Hotels Nix Mints and Breakfast Buffets. Hand Sanitizer, Anyone?"
2682,The Federal Crackdown on Portland Protesters
2683,Juice WRLD’s ‘Legends Never Die’ Earns the Year’s Biggest Debut
2684,A Navy Veteran Had a Question for the Feds in Portland. They Beat Him in Response.
2685,Trump Announces He Will Resume Virus Daily Briefings
2686,Trump Says He ‘Aced’ a Cognitive Test. What Does That Really Mean?
2687,At Least 60 Migrants Killed in Turkish Boat Disaster
2688,Jailed Soccer Official Contracts Coronavirus in Florida Prison
2689,‘It’s a Risk for Everybody’: Why a Jazz Pianist Chose to Perform
2690,On-Demand Webinar: Give Students a Voice by Incorporating Contests in Your Curriculum
2691,Trump’s Views on Covid Tests and Vaccines
2692,"Sheldon Silver, Former N.Y. Assembly Speaker, Will Finally Go to Prison"
2693,TV Reporter Dies After Accident Involving Revel Scooter
2694,"Baseball in Middle America: Fans Are In, Autographs Are Out"
2695,I Am Stuck Between Two Lives During This Pandemic
2696,"For Women in Afghan Security Forces, a Daily Battle"
2697,"India Outbreak, Hong Kong, Bali Economy: Your Tuesday Briefing"
2698,"3 Friends ‘Massacred’ During Florida Fishing Trip, Police Say"
2699,Danny Meyer’s Restaurants Will End Their No-Tipping Policy
2700,Chevron Deal for Oil and Gas Fields May Set Off New Wave of Mergers
2701,This Chicken Salad Comes With a Kick
2702,You’ve Heard of Boxed Wine. Enter the Boxed Negroni.
2703,"Ranch Dressing, but Make It Greek"
2704,"Smorgasburg Returns, With Some Covid-19 Changes"
2705,Vegan Ice Creams With Cheffy Flavors
2706,A Cinnamon Bun From Aquavit
2707,"Remembering Ennio Morricone, the Film Score Maestro"
2708,Trump Plans to Deploy More Law Enforcement Officers Amid Protests
2709,Celebrate the Catskills in Your Kitchen
2710,What Is It That Keeps Most Little Kids From Getting Covid-19?
2711,What the A.D.A. Means to Me
2712,"Exploring What Disability Means Today, and Could Mean Tomorrow"
2713,"Black Children Are More Likely to Die After Surgery Than White Peers, Study Shows"
2714,"Stimulus, Biden, Polar Bears: Your Monday Evening Briefing"
2715,What You Don’t Know Can’t Hurt Trump
2716,Producer Takes Academy to Task in Lawsuit
2717,Not Rockin’ the Suburbs
2718,U.S. Imposes Sanctions on 11 Chinese Companies Over Human Rights
2719,"After Dismissing Coronavirus Surge, Trump Wants to Talk About the Virus Again"
2720,"Facing a Season of Uncertainty, Max Scherzer Is Still Tinkering"
