,0
1210,Strut Your Stuff! This Woman Rocks A Two-Piece Bathing Suit At The Beach Despite Giving Birth Just Minutes Ago
1211,Heartbreaking: This Guy Is Beating Himself Up For Making A Dumb Comment In A Meeting Even Though His Coworkers Ignore Him Whenever He Talks
1212,7 Types Of Virgins That Are So Obnoxious You Honestly Feel Like Kind Of A Dick Sacrificing Them To Gator God
1213,Yes! Wet Ones Just Released A Line Of Edible Hand Wipes That You Can Eat In Front Of A Date To Impress Them
1214,"Totally Fucking Blue-Balled: This Physics Teacher Took Her Class On A Trip To Six Flags, But Gave Them A Mandatory Assignment To Do During It"
1215,5 Sex Scenes We Actually Enjoyed Watching With Our Parents
1216,5 Coming-Of-Age Rituals From Around The World
1217,Real-Life Action Heroes: The 5 Most Heroic Individual Battlefield Feats In The History Of War
1218,6 Ways Your Life COMPLETELY Changes When You Walk Around Hollywood Holding Matt Damon Over Your Head
1219,Body Positivity Win! Pinnacle Foods’ CEO Just Pointed Out That Mrs. Butterworth Isn’t Exactly What You’d Call Thin
1220,Disturbing Trend: Teens Are Knocking All Their Teeth Out To Look More Like How They Imagine Emma Stone Will Look In 75 Years
1221,8 Ways To Make Your Mom’s Birthday Party At Great Clips As Magical As Possible
1222,"The 7 Guys You Date In College, All Gooped Up Into One Moaning Blob"
1223,Beautiful: These Civil War-Era Photos Of Chris Pratt Comforting A Boy Dying Of Smallpox Will Restore Your Faith In Humanity
1224,Was The COWARD Roger Ailes Not Conservative Enough To Keep From Dying? Here’s Why Your Fox News ‘Hero’ Is Actually A Leftist Corpse.
1225,The Sad State Of America’s Public Schools: This Teacher Isn’t Hot At All
1226,Twitter Meltdown: Ben & Jerry’s Is Going Really Hard On Itself After The Only New Ice Cream Flavor It Could Think Of Was Vanilla With Walnuts
1227,Heartbreaking: This Soldier Returned Home After Serving 5 Years In Afghanistan To Find That His Wife Had Started Buying The Weird Kind Of Cereal
1228,Environmental Disaster: The Oceans Are Now Irreversibly Polluted With Cell Phones That Businessmen Have Thrown In After Realizing What’s Truly Important Is Family
1229,6 Changes The Human Body Undergoes In Space
1230,Awesome! Disney World Is Opening A Brand-New Park For People Who Liked Disney Movies As A Kid But Have A Healthy Sense Of Detachment About The Whole Thing Now
1231,THE FOLLOWING IS A TEST OF THE JACOB-TREMBLAY-PETTING-A-DUCK ALERT SYSTEM. PLEASE DISREGARD.
1232,"Heartbreaking: Today Is Two-Dollar Lobster Roll Day, But No One Knows Where"
1233,Fascinating Social Experiment: These Millions Of Women Tried Cheap Drugstore Makeup For Their Entire Lives
1234,Failing Our Children: This Public School’s Sex-Ed Class Doesn’t Cover Ways To Drive Him Wild And Leave Him Begging For More
1235,"Nation In Mourning: Roger Ailes, America’s Jolly Grandpa Who Was Always Pulling Beloved Goofs On Ladies, Has Been Murdered By The Deep State"
1236,"It’s Called The Rape Cube, And It’s What Islamist Migrants Would Build If They Were Scientists With Billions Of Dollars"
1237,"When I Was In School, Boys Used The Boys’ Bathroom, Girls Used The Girls’ Bathroom, The Principal Used My Lunchbox, The Janitor Used My Lunchbox, And Teachers Used My Lunchbox"
1238,The Legend Lives On: The Flamingo That Antonin Scalia Was Reincarnated As Just Got A Standing Ovation At An NRA Convention
1239,The Gentle Giant: 5 Times Human Skyscraper Mike Pence Used His Titanic Strength To Help The American Worker
1240,"Godspeed, Sir: Steve Bannon Is Bravely Walking Into The Desert To Find A Gun He Saw In A Dream"
1241,Learn Our Language Or GET THE HELL OUT!
1242,"Welcome To PatriotHole, The Only Viral Media Site Brave Enough To SCREAM About REAL Americans"
1243,An Abortion Doctor So Sexual That Your Daughter Gets Horny For A Third-Term Procedure? Believe It. His Name Is Ahmed.
1244,Nation Under Siege: Berkeley Scientists Have Engineered An Unstoppable Mecha-‘Dreamer’ Capable Of Stealing 6 Jobs At Once
1245,Falling Behind: Louisiana Public Schools Are Still Using The Same Hollowed-Out History Textbooks From 1970 To Hold Their Classroom Guns
1246,"High-Five Boats Rounding The Southern Tip Of Africa, And 4 Other Plans For A Perfect Day In Cape Town"
1247,Gift Guide: 6 Gift Ideas To Get Your Fuck Buddy After Their Mom Dies While Trying To Uncover Corruption At The Highest Levels Of Government
1248,Hell Yeah: Wikipedia Is Putting Everyone’s ‘Criminal Allegations’ Section Up Top So You Can Get Right To The Good Shit
1249,Tinder Fail: 7 Profile Photos Of Men Frowning And Pulling Out Their Empty Pockets That We Are Definitely Swiping Left On
1250,"Embarrassing: Mug Has Recalled 40,000 Cases Of Root Beer That The CEO Just Wanted Back"
1251,The Epitome Of Privilege: This School Has Its Own Police Officers
1252,"Major Disappointment: This Little Boy Wanted SpongeBob SquarePants At His Birthday Party, But His Parents Could Only Find A Square Man Who Claims That He Lives In The Ocean"
1253,"If You Donated Sperm To California Pizza Kitchen In The ’90s, You May Be Entitled To A Cash Settlement"
1254,6 Pairs Of Aviator Sunglasses You Can Wordlessly Hand Mom For Mother’s Day If Things Are Like That Right Now
1255,"Vegetarians, Rejoice! Scientists Have Developed A Way To Turn Beef Into Lettuce"
1256,10 Little Everyday Things You Can Do To Help The Environment
1257,Using Money To Pay For Sex? Meet The Silicon Valley Entrepreneur Who Says It’s Possible
1258,Disaster Averted: 4 Times Jimmy Carter Almost Died From Contracting Salmonella By Eating Egg Salad That Came In The Mail
1259,"6 Things That Only Australians Will Understand, So If You’re Not Australian, Now Would Be A Good Time To Go Masturbate"
1260,Only TRUE Brits Will Remember Seeing This In Their Childhood Biology Class
1261,Here’s How To Deal With The Oldest Woman In The World Showing Up To Your Grandmother’s Funeral And Triumphantly Flipping The Casket
1262,Big Relief: This Guy Who Got Drunk And Harassed A Woman Last Night Isn’t Usually Like That
1263,Coolest. Rock Star. Ever: Sting Just Gave One Lucky Fan A 20-Minute Head Start Into The Woods Before Beginning His Relentless Hunt
1264,Philanthropy FTW: The Bill And Melinda Gates Foundation Has Donated 250 Million Zebras To Seattle’s Woodland Park Zoo
1265,"This Amazing Little Girl Is Only 8 Years Old, But That Didn’t Stop Her From Sending So Many Drawings Of Vegetables To Soldiers Overseas That The Army Had To Ask Her To Stop"
1266,Awesome! Venmo Is Adding A Feature That Will Let You Pay Your Roommates To Be Nice To You
1267,8 Struggles That Every Parent Of A Toddler Knows To Be True
1268,Powerful: Pringles Has Unveiled A Line Of Damp Chips That Won’t Crunch Loud Enough To Ruin A Moment Of Silence For Our Fallen Soldiers
1269,5 Times The U.S. Almost Went To War
1270,6 DIY Wedding Ideas That Can Save You Money If Your Time Is Worth Nothing
1271,Trip Down Memory Lane: After 40 Years This Surgeon Finally Retrieved The Time Capsule He Sewed Inside His First Patient
1272,6 Mild Self-Defense Moves You Can Use When You Aren’t Sure If You’re Being Attacked Or Just Hugged
1273,Pick Up The Pace: 5 Celebrities Who Are Ascending To Heaven Incredibly Slowly
1274,The 6 Best Cream Songs About How The Band Landed On The Name ‘Cream’
1275,"Ultimate Fan: This Woman Spent $100,000 On Plastic Surgery To Make Her Comatose Husband Look Like Denzel Washington"
1276,7 Quick Tips To Make The Police Think You Had A Loving Family If You’re Choking In Your Apartment Alone
1277,7 Famous Public Apologies That Got It Right
1278,This Visionary Dessert Chef Surgically Implants Mochi Ice Cream Into Your Stomach Without Your Knowledge Or Permission
1279,A Beautiful Gesture: Outback Steakhouse Is Attempting To Coax Amelia Earhart Out Of Hiding By Offering Her 200 Pounds Of Raw Steak From Any Of Its Restaurants
1280,"Body Positivity Win: Dove Released A Shock Collar That Sends 5,000 Volts Through A Woman’s Body Whenever She Doubts Her Own Beauty"
1281,"Another Tragic Celebrity Death: Cher Didn’t Show Up To This Bakery’s Free Donut Day, And There’s No Good Reason To Turn Down Free Donuts"
1282,"6 Ways To Finally Move On From Your Ex Forever, Or At Least Until He’s Ready To Date You Again, Which Is Hopefully Soon"
1283,Dining 2.0: This Incredible New High-Tech Restaurant Uses Facial Recognition Technology To Make Sure Sex Offenders Can’t Get Dessert
1284,5 Methods To Keep Leftovers Fresh While You’re Away At War
1285,Diversity FTW! This Dominican Nanny Is Basically Part Of The Family
1286,Here They Are! It’s The Spring 2017 Rundown Of Teens Whose Parents Let Them Drink Wine At Dinner!
1287,"Fraud Exposed: After This Man’s Memoir About Finding 6 Lemons In A Hole Sold 15 Million Copies, He Tearfully Confessed To Putting The Lemons In The Hole Himself"
1288,19 Unbelievable Facts About Ancient Egypt That Will Totally Blow Your Mind
1289,Misuse Of Funds: Wikipedia Just Admitted It Spent All $77 Million In User Donations Decking Out The Entry For Mayonnaise
1290,6 Unlikely Animal Friendships And You Gotta Think They’re Fucking
1291,"Double Tragedy: When This Shop Teacher Lost His House, His Students Secretly Tried To Build Him A New One, Until One Of Them Cut Off Their Hand With The Table Saw, So Now He’s Got That Weighing On Him Too"
1292,"6 People Who Paul Revere Was Forced To Kill Because They Were Also Riding Through The Colonies At Midnight, Shouting About How Much They Loved Salsa"
1293,These Incredible Graphs Show How The Ratings For ‘The Situation Room’ Go Up As CNN Adds More And More Wolf Blitzers
1294,Whoa: Morgan Made The Mandatory Field-Trip T-Shirt Look Cute
1295,Top The Pecking Order: 5 Ways To Establish Yourself As The Alpha Customer When Fueling Up At The Gas Station
1296,Heartbreaking: This Karaoke Place Doesn’t Have The One Song This Guy Can Really Knock Out Of The Park
1297,7 Incredible Sex Positions We Can’t Wait To Show Jesus When He Returns To Earth
1298,Selfish: This Man Found Time To Build A Birdhouse While JonBenét Ramsey’s Murder Is Still Unsolved
1299,6 Things The People Of Detroit Have Done To Revitalize Their City That Still Pale In Comparison To My Beautiful House
1300,6 Unforgettable Movie Characters That Were Changed Last Minute From A Giant Moth That Infringed On Mothra’s Copyright
1301,Stay Calm: 6 Things That Could Explain Why Your Landlord Is Still Asking You For Rent After You Painted A Portrait Of Him And Left It On His Porch
1302,Get Started Now: 7 Very Gradual Types Of Foreplay That Will Lead To Sex By The Year 2087
1303,7 Murder Trials That Captivated The Nation
1304,16 Chores That Every ’90s Kid Had To Do
1305,Should You EVER Let Your Spouse See Your Ass? These New Graphs Suggest That Keeping It Hidden Could Help You Live Forever
1306,The Evolution Of Man: 7 New Physical Traits That Humans Will Develop Over The Next Million Years
1307,Faith Rewarded! This Man Went To Church Every Day For 20 Years And God Let Him Die In An Awesome Speedboat Accident
1308,7 Moments In ‘The Wizard Of Oz’ That Still Make Us Howl And Clap And Buy Land And Go To Sleep
1309,First We Gave This Girl A Barbie. Then We Gave Her A Doll With Normal Proportions. Then We Gave Her A Doll With Goat Hooves.
1310,"5 Questions About Gender Identity That You Were Too Embarrassed To Ask, You Bashful Little Baby Monkey"
1311,Lucky To Be Alive: Harrison Ford's Many Brushes With Death
1312,5 Signs It’s Time To Throw Out Your Refrigerator And Get A Mattress
1313,Finally! A Woman Worth Risking It All For!
1314,Remember That Guy From ‘The Apprentice’? He Got HOT And Bombed Syria
1315,This Paramedic Fell In Love With A Woman He Rescued And Now He Has That Leverage On Her Whenever They Fight
1316,"Shameful: This Man Won’t Stop Demanding Candles, Even Though He’s Already Holding One In Each Hand"
1317,51 More Guesses As To What The Hanging Tennis Ball In Garages Is For
1318,The 6 Most Famous American Political Scandals
1319,"The Kindness Of Strangers: When An Air Marshal Forgot To Bring His Gun On The Plane, This Amazing Passenger Let Him Have His"
1320,Finally! Nike Is Rolling Out A Line Of Athleisure For When You’re Sick That Looks Like Your High School Tennis Team Sweatpants And A T-Shirt From An Old Career Fair
1321,"The 7 Sweetest, Most Romantic Things Your Boyfriend Does For You In The Morning Before Taking A Huge Shit In The Bathroom You Share With Two Other People"
1322,6 Signs You Were The Favorite Child
1323,Coming To Terms: This Man Has Made Peace With The Fact That He Will Never Have Enough Energy To Get A Good Deal On A Flight
1324,"Body Positivity FTW: Finally There’s A Doll For Girls Who Have Long, Rectangular Bodies And Necks That Hinge Backwards"
1325,"Finding Purpose: When Doctors Told This Woman She’d Never Walk Again, She Made It Her Mission To Ensure No One Else Would Either"
1326,"6 Things We Know About The Wonder Woman Movie Already Somehow, Though We Can’t Remember Why, As If Waking From A Dream"
1327,Children!!! Fake Sick!! Leave School Immediately! The Beloved Gas Man Is Coming To The House Today!!
1328,"Inspiring: When This Woman’s Husband Died, Her Church Got Together And Named God After Him"
1329,"It’s Your Man Jeff, 9 Times"
1330,"Diversity Win! For Every Male Employee This Tech Company Hires, It Interviews 3 Women"
1331,10 Mind-Blowing Facts About Ants
1332,‘Maintaining My Virginity Has Given Me Incredible Powers’: 5 Questions With Steven Spielberg
1333,"Get A Grip, Girl: This Woman Has Spent The Last 8 Hours In A Sephora, Wearing A Sephora Shirt, Obsessively Talking About Sephora Products"
1334,5 Ways The Wu-Tang Clan Changed Hip-Hop Forever
1335,7 Signs Your Personal Trainer Is Sculpting You Into His Childhood Friend That He Left To Drown When The Lake Ice Started Cracking So He Can Finally Apologize
1336,"Attention, Ladies: Keep Those Old Floral Prints And Throw Out Your Useless Pleated Pants And Bury Those Beautiful Rompers For The Future And Cremate Your Fucking Chambray Because It’s Trash Now"
1337,6 Editing Tips To Shorten Your Singing Telegram Informing Your Ex-Wife That Your Son Is Lost At The Mall
1338,"Beautiful Tribute: Even Though His Mom Died A Year Ago, This Devoted Son Still Cashes Her Social Security Check Every Month"
1339,"7 Tree Nuts, Ranked Using A System You Could Never Even Begin To Understand"
1340,"There Are 10 Pictures Of Scarlett Johansson In This List, But A True Gentleman Would Only Look At 3 Or 4"
1341,Heartbreaking: This Man Is Self-Conscious About His Huge Pants When It’s Actually The Only Thing His Coworkers Like About Him
1342,"The End Of An Era: After 68 Years, The Hells Angels Have All Gotten Carsick And Are Going Home"
1343,6 Disastrous Products That Almost Ruined Major Brands
1344,Above And Beyond: This Police Officer Carved Out An Hour A Day To Play Basketball In His Community And He Got So Good It’s Not Fun Anymore
1345,Doomsday Averted: 5 Times The World Nearly Came To An End
1346,5 Times David Attenborough Sat Next To A Stranger On A Chairlift And Incorrectly Explained How Hyenas Reproduce
1347,Gender Equality FTW! This Company Has Installed Stirrups On All Of Its Desks So Female Employees Can Give Birth Without Falling Behind On Their Work
1348,10 Telltale Signs That Daddy’s Home
1349,Sick Obsession: This Kid Loves Dinosaurs So Much He Had A Whole Fucking Dinosaur-Themed Birthday Party
1350,Heartbreaking: This Kid Way Overdid It On The Shading And Pretty Much Ruined What Could’ve Been A Decent Drawing Of A Horse
1351,8 Musicians Tell Us About Their Dream Collaborations
1352,Guardian Of The Hospital: A Look Back At All The Times Chris Pratt Visited Sick Kids
1353,Heartwarming: Make-A-Wish Surprised This Kid Who Had A Runny Nose With An Avocado
1354,20 Unbelievable Birth Control Facts That Will Totally Blow Your Mind
1355,This Artist Reimagined ‘Game Of Thrones’ Characters As Babies But Unfortunately Uses Them To Protest Abortion Rights
1356,Game Changer: Kellogg’s Is Recalling 20 Million Boxes Of Cocoa Krispies Because They Decided That Deprivation Is The Only Path To Enlightenment
1357,Miracle: Surgeons Have Saved A Baby Born With Its Arm Stuck In A Vending Machine
1358,The 6 Types Of Dead Guys You Find Wedged In The Gears Of Your Bulldozer
1359,"Heartwarming: When Anna Kendrick Found Out This Fan Had Terminal Cancer, She Surprised His Landlord With The Perfect Replacement Tenant"
1360,7 Ways To Break Your Pushover Friend Who Just Started Standing Up For Himself
1361,7 Signs It’s Time To Move To A New Apartment With An Additional 5 Square Feet Of Space
1362,Double Standard? President Trump Is Catching Heat For Leaving The White House Every Weekend But President Obama Hasn’t Been There In 8 Weeks
1363,Utter Futility: 5 Tutors Who Failed To Convince My Daughter That Galileo Isn’t Still Alive And On The Lam
1364,Our Best 65 Guesses As To What The Hanging Tennis Ball In Garages Is For
1365,6 Things You Can Do Now To Get Ready For Funeral Season
1366,Beautiful! The Met Is Unveiling 200 Previously Undisplayed Paintings Of Men Who Look Like They’re Named ‘Fat Sal’
1367,"Everyday Hero: When This High School Student’s Dad Died Unexpectedly, His Teacher Stepped In To Hit On His Mom"
1368,Trolling Master Class: Some Genius Prankster Uploaded A Photo Of Helicobacter Pylori Bacteria To The Wikipedia Page For Burkholderia Cenocepacia
1369,7 Things Babies Learn While Still In The Womb
1370,"Close Enough: 6 Kids Who Haven’t Done Any Prodigy Shit Yet, But They’re Pretty Fucking Weird So We’ll Give Them The Benefit Of The Doubt"
1371,7 Other Musicals Lin-Manuel Miranda Wrote About Aaron Burr Killing Someone Before He Landed On ‘Hamilton’
1372,Talk About Commitment: 5 Actors Who Put On A Ton Of Weight In Preparation To Hatch A Big Egg
1373,Hello From My LIBERAL TEARS BATHTUB Where I Wash My CREASES With LIBERAL SNOWFLAKE TEARS To Deal With My AGGRESSIVE Skin Problem
1374,"Heartwarming: When Chris Pratt Heard A Young Fan Was Dying, He Challenged Death To A Chess Match For The Kid’s Life"
1375,The 10 Absolute Craziest Easter Eggs Ever Found In TV And Film
1376,Noble Cause: This Inspiring Nonprofit Sends People Into The Amazon Rain Forest To Teach Indigenous Tribes Who Super Mario Is
1377,Heartwarming: These Firemen Let A Dying Boy Ride Around With Them All Day After Accidentally Running Him Over With Their Fire Truck
1378,7 Places To Hide Your Cabbages From An Asshole
1379,When Parents Snapchat: 5 Hilarious Snapchat Fails That Were Also Unfortunately The Last Transmissions I Received From My Mother And Father On Their Ill-Fated Trip Into The Grand Canyon
1380,125 Years Of Basketball: 9 Ways The Game Has Changed
1381,9 Infuriating Things That Always Happen When You Are Driving Your Lamborghini 150 MPH To The Supermarket To Return 30 Pounds Of Spoiled Beef
1382,"Heartwarming: When Steven Tyler Found Out There Was An Aerosmith Fan With Only 2 Weeks To Live, He Suggested A Bunch Of Better Bands She Should Check Out"
1383,6 Ways To Get Your Parents To Renounce Christ So That You Can Have Heaven All To Yourself
1384,Living Paradox: This Man Has Shared An Article He Disagrees With
1385,The Power Of Love: This Woman Gave Up Her Lifelong Dream Of Being A Painter To Marry Someone Who Thinks Art Is Dumb
1386,11 Simple Rhymes To Help You Remember How Dale Earnhardt Died
1387,"Sorry, Horny Boys, But These 7 Curvaceous Topiaries Are Pretty Much The Sexiest Thing We Can Get Through Your Middle School’s Content Filters"
1388,6 Acts Of Self-Care For Anyone Having Trouble Coping With The Bull Currently Goring Them
1389,Strange But True: This Man Is Not On The San Antonio Spurs But Is Still Happy
1390,8 Things NEVER To Say To A Woman Who Has Chosen To Give Birth Naturally
1391,7 Signs Your Doctor Somehow Knows About That Dream You Had Where You Kissed Him
1392,Blossoming Romance? Katy Perry Was Just Spotted Sitting On Steven Spielberg’s Lap While He Showed Her The Ins And Outs Of Norton AntiVirus
1393,Game Changer: LinkedIn Is Adding A Feature Where You Can Really Fucking Beg
1394,"When This Man Lost His Job, He Didn’t Know What To Do—3 Years Later, He Co-Owns A Dinner Jacket"
1395,6 Beautiful Quotes To Get You Through The Death Of A Pet
1396,Beautiful: This Christian Became Best Friends With A Muslim And They Had A Nice Thing Going Until They Just Stopped Keeping In Touch
1397,6 Extremely Impressionable Children Who Burned Down A Church After Listening To A Song That Had Drums In It
1398,Finally! A Pregnancy Test That Congratulates You For Having Sex Before Showing You The Result
1399,5 Self-Defense Moves You Can Use In Order To Protect Your Printer
1400,6 Signs Your Realtor Is Trying To Sell You A House Where Two Sloths Have Had Sex
1401,Social Media Fail: Long John Silver’s Just Posted A Video Of A Hostage Being Beheaded With A Swordfish In An Attempt To Go Viral
1402,Beautiful: This Internet Message Board For People Whose Pants Keep Falling Down While They’re Getting Chased By Stampeding Rhinos Shows The Healing Power Of Online Communities
1403,"Heartwarming: When A Gland Disorder Caused This Third-Grader To Gain Weight, His Classmates Each Put On 100 Pounds To Show Their Support"
1404,"Being The Change: The NFL Will Donate $1,000 To CTE Research For Every Bone-Crunching, Get-You-Up-Out-Of-Your-Seat Hit In The Super Bowl"
1405,5 Times Speed Stick Had To Ask George Lucas To Stop Buying TV Airtime To Independently Advertise Its Product
1406,5 Makeup Tips So Good That If A New York City Rat Got Ahold Of Them It’d Be Able To Steal Your Husband
1407,Gender Equality Win: Paramount Pictures Is Overlaying A Video Of A Woman At Half Opacity On All Its Movies For The Next Year
1408,Without A Trace: Here Are The 5 Greatest Unsolved Disappearances In History
1409,‘Children Of La Quinta Come Home’: La Quinta Inn Is Offering Birthright To Anyone Conceived In One Of Their Hotels
1410,"Keeping It Civil: 7 Polite And Constructive Ways To Talk To Your Conservative Relatives About Your Multicultural, God-Bashing Sex Robot"
1411,7 Lessons About Internet Stardom We Can Learn From The Rise And Fall Of The Oats Genius
1412,6 Piping-Hot TV Show Ideas To Coax Dennis Franz Out Of Retirement
1413,Representation Win! ‘Popeye’ Is Being Honored For Its Honest Depiction Of Whatever’s Going On With Popeye
1414,5 Explorers Who Saw The Americas Before Columbus But Turned Back Because Of A Dog Barking Along The Shore
1415,Fitness FTW! This New Health App Shows You Pornography Every Time You Take A Picture Of A Vegetable
1416,New School Of Thought: Anthropologists Now Believe That Early Man Evolved Opposable Thumbs To Give Each Other Thumbs-Up
1417,This Incredible Comic Perfectly Captures What It Would Look Like If An Alligator Wore A Bow Tie
1418,True Hero: This Lawyer Will Work Pro Bono For Anyone Suing The Snow Globe Industry
1419,A Historic Milestone: Donald Trump Just Became The First President To Place His Entire Face On The Bible During The Oath Of Office
1420,6 Genius Wagon-Maintenance Hacks That Will Save You A Trip To The Wainwright
1421,5 Healing Herbal Teas That Will Have To Do Some Heavy Fucking Lifting If The Affordable Care Act Is Repealed
1422,6 Surprising Side Effects Of Marijuana Legalization
1423,6 Ways To Tell You’re The Problem In A Relationship
1424,5 Things About Modern Life That George Orwell Got Right
1425,7 Must-Own T-Shirts For Anyone With Sexually Active Parents
1426,Powerful: This Is What The World Would Look Like If We Took All The Money We Spend Feeding Camels And Spent It Feeding Giraffes
1427,8 Laundry Hacks You Have To Start Using
1428,5 Astonishing Things The Human Body Continues To Do After Death
1429,"7 Reasons To Quit Your Job And Travel The World, Maybe At Some Point Swinging Through Indonesia To Help Me Climb Out Of This Quarry"
1430,"Heartwarming: When This Local Hooters Was About To Go Out Of Business, The Skeeviest Fucking Guys Imaginable Came Together To Save It"
1431,The Greatest Of All Time: A Statistical Portrait Of Babe Ruth
1432,"6 Sexy Updos That, Full Disclosure, Will Slightly Increase Your Risk Of Being Snagged By A Helicopter Dangling A Hook On A Long Rope"
1433,Enough Is Enough: We Won’t Show You What Reese From ‘Malcolm In The Middle’ Looks Like Today Until Guantanamo Bay Is Closed For Good
1434,"Almost Inspiring: This Woman’s First Post About Her Miscarriage Showed How Strong She Was, But Then Her Next 8 Posts Were Just Way Too Fucking Sad To Go Viral"
1435,"You Go, Girl! This Badass Bride Isn’t Afraid To Show Off The Tattoos She Woke Up With In The Desert With No Idea Who She Is"
1436,"This Stork Is Very Ugly, But It Seems Sick So Let’s Go Wild For It Before It Dies"
1437,7 Of The Least Depressing Rest Areas To Stop At While You’re Driving To Another State To Get An Abortion
1438,10 Things People With Curly Hair Are Sick Of Hearing
1439,7 Pictures Of The Liberty Bell That Will Hopefully Help You Feel Inspired About America In Some Broad Sense
1440,Beautiful: Make-A-Wish Sent Chris Pratt To Meet An 8-Year-Old Fan Trapped In A Burning Building
1441,6 Things That Happened At Every Sleepover Growing Up
1442,Animal Rights Win! Boston Market Has Just Announced That It Has No Idea Where Its Rotisserie Chickens Come From
1443,Spellbinding: We Asked Nature Photographers To Describe Their Most Memorable Shot
1444,Heartwarming: Chipotle Is Offering A $40 Gift Certificate To The Family Of Anyone Who Dies While Preventing A Chipotle Burrito From Getting Wet
1445,The 5 Things We Can Vaguely Remember About The 2016 Olympics
1446,6 Drugstore Umbrellas That Don’t Stand A Fucking Chance In 2017
1447,2016’s Best Products For Making Jewelry For Wild Animals
1448,6 Things That Could’ve Turned Out Differently In 2016 If King Kong Were Real And On The Side Of The Common Man
1449,6 Awesome Viral Challenges From 2016 That Unfortunately Hastened The Extinction Of The American Bison
1450,The 5 Most Embarrassing Things Grave Robbers Did With Ronald Reagan’s Body In 2016
1451,All 6 Grandpas Who Died At Panera Bread In 2016
1452,The 6 Saddest Golf Explosions Of 2016
1453,The 6 People Who Saw A Hawk In 2016
1454,Incredibly Kind: A Tab For An Animal-Shelter Volunteer Page Has Been Open On This Man’s Browser For 6 Months
1455,Finally Bought A Jackhammer? Don’t Make These 6 Rookie Mistakes
1456,6 Things Only Morning People Will Understand
1457,5 Times Chris Evans Proved That Even Famous People Will Try To Break Into Fort Knox If They Hear There’s A Rotisserie Chicken Somewhere In The Vaults
1458,Justice Porn: Read The Note This Lady Left For The Jerk Who Parked His Car In A Handicap Bathroom Stall
1459,Walt Disney’s Original Proposal For Disneyland Reveals How It Became The Happiest Place On Earth
1460,Dating Hack: This New Tinder Feature Will Blow Up A Bridge So You Have Something To Talk About With Your Match
1461,"Ladies And Gentlemen, Please Log Off Your Computers, Draw Your Blinds, And Sit On The Floor, For It Is The Time Of Year The Radiator Can Be Smelt!!!"
1462,"Modern-Day Mulan! Turns Out That Old, Sick Orangutan In The Garage Is A Lady Orangutan"
1463,We Asked 22 Survivors Of The 2010 Chilean Mine Disaster What’s The Worst Mine Disaster They’ve Ever Experienced
1464,8 Things People Who Sweat A Lot Love To Hear
1465,7 Celebrities Tell Us Their Favorite Memories Of Johnny Carson
1466,Beautiful: These Students Leapt Into Action The Moment They Found Out Their Teacher’s Hogs Needed A Good Stackin’
1467,Here Are Pixar’s 7 Rules For Perfect Storytelling
1468,7 Pics Of A Pug Dressed As An Ewok That You Think Are Cute Because You Didn’t Have To Listen To It Scream
1469,"Absolutely Beautiful: When This Man Donated His Liver To A Sick Woman, She Repaid Him By Giving Him Her Kidneys, And In Appreciation He Gave Her His Heart, So She Returned The Favor By Giving Him Her Lungs"
1470,The Necks Of Wealth: Here Are 7 Billionaires’ Throats
1471,"Play It Cool: Don’t Scroll Down Now, But David Sedaris Is In This List Of Amazing Micro-Homes"
1472,Body Positivity Win: Dove Is Offering To Freeze Women Until A Time When Their Bodies Are Conventionally Attractive
1473,This Car Crash Survivor Called Completing Physical Therapy Her Mount Everest As If She Has Any Fucking Idea What’s That’s Like
1474,Inspiring: This Amazing Organization Gives Disgraced Former Politicians A Second Chance At Life By Setting Them Up With 6-Figure Consulting Gigs
1475,7 People Who Have Apparently Fucked Over This Tattooed Guy Having A Loud Phone Call In A Parking Garage
1476,5 Cars That Are More Expensive Because Al Capone Taught Elvis To Read Inside Of Them
1477,6 Lies About Buckets You Can Tell Your Dumb Aunt This Thanksgiving
1478,Incredible: This Innovative CPR Dummy Comes With A Second Dummy That Audibly Mourns Its Dead Son
1479,Heartwarming: Chris Pratt Surprised This Terminally Ill ‘Iron Man’ Fan By Visiting Him Wearing Robert Downey Jr.’s Skin
1480,Death With Dignity: Oregon Has Announced Plans To Provide Periscopes To People Sinking In Quicksand
1481,"After 55 Years Of Research, Jane Goodall Shares Her 6 Most Fascinating Discoveries About Chimpanzees"
1482,Heartwarming: This Super Dad Refuses To Leave The Casino Until He Wins His Daughter’s Tuition Money Back
1483,Silver Lining: This Tornado Leveled A Veterinary Hospital But Successfully Neutered All The Animals Inside
1484,Finding Common Ground: This White Man And This Muslim Woman Both Have ‘Trump’ Painted On Their Garages
1485,6 Apple-Picking No-No’s To Avoid If You Don’t Want To End Up In The Punishment Orchard
1486,This Slightly Misinformed Woman Is Buying Up As Much Deodorant As She Can For The Next Four Years
1487,6 People Who Came To My Garage Sale Who Seem To Be Sticking Around For Dinner
1488,5 Times Neil DeGrasse Tyson Threatened Someone With Halley’s Comet
1489,Chaos: This Coffee Shop Is Also An Art Gallery
1490,"We Don’t Know How To Take Down These Photoshops Of Bald Donald Trump, So We’ve Stretched His Face Out All Wide So Nobody Can Recognize It’s Him"
1491,Animal Rights Win: The San Diego Zoo Has Taped Telescopes To All Of Their Animals’ Heads So That They Can Look At The Planets
1492,Preparing For Change: This Woman Is Scrambling To Experience As Much Human Dignity As Possible Before The Trump Administration Takes Power
